RecordID,MachineID,ProductCode,Shift,OperatorID,StartTime,EndTime,QuantityProduced,Defects,Temperature,Pressure,Status,ProcessedFlag
7345,MCH002,PRD1002,A,OP227,41:43.0,41:43.0,724,12,76.88,1.34,Completed,1
7346,MCH003,PRD1001,C,OP148,41:30.0,41:30.0,401,14,77.92,1.34,Completed,1
7347,MCH001,PRD1002,C,OP139,18:52.0,18:52.0,763,1,75.03,1.28,Completed,1
7348,MCH003,PRD1002,B,OP221,38:28.0,38:28.0,553,16,82.18,1.47,Completed,1
7349,MCH001,PRD1005,B,OP168,08:43.0,08:43.0,631,1,82.44,1.14,Completed,1
7350,MCH003,PRD1003,A,OP102,04:59.0,04:59.0,964,0,82.59,1.18,Completed,1
7351,MCH003,PRD1004,A,OP262,17:03.0,17:03.0,515,20,70.35,1.42,Completed,1
7352,MCH003,PRD1002,A,OP257,24:43.0,24:43.0,874,2,88.13,1.2,Completed,1
7353,MCH001,PRD1002,B,OP209,15:30.0,15:30.0,621,1,79.15,1.1,Completed,1
7354,MCH002,PRD1004,B,OP200,10:21.0,10:21.0,710,14,76.61,1.47,Completed,1
7355,MCH003,PRD1004,A,OP197,43:06.0,43:06.0,660,15,85.9,1.13,Completed,1
7356,MCH003,PRD1005,B,OP141,38:11.0,38:11.0,934,0,87.42,1.42,Completed,1
7357,MCH001,PRD1002,B,OP173,14:55.0,14:55.0,909,18,80.52,1.14,Completed,1
7358,MCH001,PRD1005,C,OP176,22:04.0,22:04.0,468,0,87.49,1.34,Completed,1
7359,MCH003,PRD1001,B,OP139,36:02.0,36:02.0,493,20,75.15,1.44,Completed,1
7360,MCH001,PRD1005,A,OP135,21:07.0,21:07.0,455,13,76.87,1.3,Completed,1
7361,MCH001,PRD1002,B,OP209,05:32.0,05:32.0,416,19,70.06,1.41,Completed,1
7362,MCH002,PRD1002,A,OP180,05:44.0,05:44.0,900,18,76.16,1.36,Completed,1
7363,MCH003,PRD1001,A,OP286,52:13.0,52:13.0,936,16,84.2,1.19,Completed,1
7364,MCH003,PRD1003,C,OP273,38:09.0,38:09.0,572,2,84.03,1.35,Completed,1
7365,MCH002,PRD1001,C,OP189,36:43.0,36:43.0,417,8,87.27,1.37,Completed,1
7366,MCH001,PRD1003,C,OP228,11:15.0,11:15.0,668,2,84.05,1.07,Completed,1
7367,MCH001,PRD1001,C,OP193,26:28.0,26:28.0,785,15,72.56,1.26,Completed,1
7368,MCH002,PRD1005,A,OP215,00:03.0,00:03.0,498,14,80.1,1.2,Completed,1
7369,MCH003,PRD1004,A,OP156,29:58.0,29:58.0,871,16,81.56,1.46,Completed,1
7370,MCH003,PRD1004,A,OP246,09:47.0,09:47.0,924,14,83.85,1.42,Completed,1
7371,MCH003,PRD1003,B,OP194,40:08.0,40:08.0,405,15,84.09,1.17,Completed,1
7372,MCH001,PRD1004,C,OP127,14:30.0,14:30.0,592,4,80.16,1.15,Completed,1
7373,MCH001,PRD1004,A,OP142,41:17.0,41:17.0,906,0,84.47,1.25,Completed,1
7374,MCH003,PRD1004,C,OP289,39:11.0,39:11.0,440,12,88.29,1.37,Completed,1
7375,MCH002,PRD1002,C,OP184,21:06.0,21:06.0,444,1,86.93,1.04,Completed,1
7376,MCH003,PRD1004,A,OP273,28:18.0,28:18.0,891,7,74.54,1.07,Completed,1
7377,MCH003,PRD1003,C,OP219,55:11.0,55:11.0,670,8,75.93,1.09,Completed,1
7378,MCH002,PRD1004,A,OP214,41:50.0,41:50.0,714,20,84.98,1.25,Completed,1
7379,MCH001,PRD1004,B,OP184,43:21.0,43:21.0,668,0,76.89,1.25,Completed,1
7380,MCH003,PRD1004,B,OP251,22:04.0,22:04.0,848,8,81,1.21,Completed,1
7381,MCH001,PRD1002,A,OP279,23:26.0,23:26.0,564,14,73.49,1.26,Completed,1
7382,MCH001,PRD1004,B,OP258,35:09.0,35:09.0,441,20,89.18,1.47,Completed,1
7383,MCH001,PRD1001,A,OP235,38:46.0,38:46.0,855,10,80.39,1.1,Completed,1
7384,MCH001,PRD1001,B,OP188,39:54.0,39:54.0,788,14,85.09,1.11,Completed,1
7385,MCH002,PRD1003,C,OP102,03:02.0,03:02.0,683,16,84.53,1.27,Completed,1
7386,MCH001,PRD1003,C,OP202,41:24.0,41:24.0,499,20,80.44,1.31,Completed,1
7387,MCH001,PRD1002,C,OP247,00:27.0,00:27.0,626,7,79.16,1.38,Completed,1
7388,MCH003,PRD1001,A,OP125,07:11.0,07:11.0,869,5,82.87,1.27,Completed,1
7389,MCH003,PRD1001,C,OP259,04:01.0,04:01.0,541,20,78.25,1.21,Completed,1
7390,MCH001,PRD1001,C,OP163,59:43.0,59:43.0,957,1,70.71,1.41,Completed,1
7391,MCH003,PRD1001,A,OP146,26:45.0,26:45.0,781,12,88,1.35,Completed,1
7392,MCH002,PRD1002,A,OP235,39:13.0,39:13.0,889,17,79.62,1.2,Completed,1
7393,MCH003,PRD1002,A,OP200,20:39.0,20:39.0,423,19,86.01,1.45,Completed,1
7394,MCH001,PRD1005,C,OP164,46:50.0,46:50.0,716,7,73.25,1.41,Completed,1
7395,MCH001,PRD1004,C,OP278,34:33.0,34:33.0,876,17,81.63,1.32,Completed,1
7396,MCH003,PRD1001,A,OP144,54:34.0,54:34.0,942,12,81.6,1.04,Completed,1
7397,MCH001,PRD1003,B,OP173,47:06.0,47:06.0,877,15,76.03,1.21,Completed,1
7398,MCH003,PRD1004,B,OP188,01:28.0,01:28.0,872,11,82.97,1.3,Completed,1
7399,MCH001,PRD1001,A,OP240,02:33.0,02:33.0,838,7,80.53,1.3,Completed,1
7400,MCH003,PRD1001,A,OP299,19:09.0,19:09.0,586,8,81.64,1.21,Completed,1
7401,MCH002,PRD1001,A,OP131,13:03.0,13:03.0,902,19,78.15,1.36,Completed,1
7402,MCH003,PRD1002,B,OP143,32:49.0,32:49.0,547,0,86.64,1.17,Completed,1
7403,MCH002,PRD1005,A,OP271,00:47.0,00:47.0,768,1,88.89,1.15,Completed,1
7404,MCH003,PRD1005,C,OP221,44:48.0,44:48.0,806,14,73.36,1.23,Completed,1
7405,MCH003,PRD1004,A,OP156,27:47.0,27:47.0,528,3,83.01,1.32,Completed,1
7406,MCH003,PRD1001,A,OP133,47:48.0,47:48.0,519,1,87.45,1.05,Completed,1
7407,MCH002,PRD1004,A,OP242,33:47.0,33:47.0,814,11,76.32,1.2,Completed,1
7408,MCH003,PRD1003,B,OP214,17:06.0,17:06.0,580,0,81.72,1.28,Completed,1
7409,MCH003,PRD1002,B,OP184,05:19.0,05:19.0,802,19,85.67,1.1,Completed,1
7410,MCH001,PRD1002,C,OP242,14:37.0,14:37.0,480,16,85.36,1.32,Completed,1
7411,MCH002,PRD1005,A,OP221,04:30.0,04:30.0,914,1,70.59,1.01,Completed,1
7412,MCH003,PRD1005,C,OP128,09:55.0,09:55.0,898,16,72.46,1.42,Completed,1
7413,MCH001,PRD1002,A,OP198,16:30.0,16:30.0,654,5,87.2,1.37,Completed,1
7414,MCH001,PRD1001,C,OP122,11:45.0,11:45.0,610,19,87.8,1.01,Completed,1
7415,MCH003,PRD1003,A,OP154,07:22.0,07:22.0,956,15,78.59,1.09,Completed,1
7416,MCH002,PRD1005,B,OP115,03:33.0,03:33.0,725,7,82.98,1.24,Completed,1
7417,MCH002,PRD1003,A,OP140,32:38.0,32:38.0,874,6,79.09,1.31,Completed,1
7418,MCH003,PRD1003,A,OP171,42:22.0,42:22.0,1000,2,79.03,1.23,Completed,1
7419,MCH001,PRD1004,C,OP150,02:44.0,02:44.0,956,18,72.48,1.35,Completed,1
7420,MCH001,PRD1003,A,OP252,45:37.0,45:37.0,785,8,84.86,1.09,Completed,1
7421,MCH003,PRD1002,C,OP203,17:35.0,17:35.0,864,14,77.54,1.09,Completed,1
7422,MCH003,PRD1002,B,OP206,39:59.0,39:59.0,451,0,71.11,1.1,Completed,1
7423,MCH003,PRD1002,A,OP183,20:49.0,20:49.0,688,13,84.51,1.46,Completed,1
7424,MCH001,PRD1003,C,OP287,57:09.0,57:09.0,745,8,83.98,1.27,Completed,1
7425,MCH002,PRD1003,A,OP113,56:46.0,56:46.0,612,5,89.23,1.11,Completed,1
7426,MCH002,PRD1005,B,OP125,22:16.0,22:16.0,483,8,72.62,1.07,Completed,1
7427,MCH003,PRD1003,A,OP134,04:27.0,04:27.0,568,9,85.58,1.45,Completed,1
7428,MCH001,PRD1005,C,OP273,50:15.0,50:15.0,552,19,70.84,1.17,Completed,1
7429,MCH003,PRD1003,B,OP147,53:48.0,53:48.0,469,17,77.32,1.33,Completed,1
7430,MCH003,PRD1002,A,OP237,18:08.0,18:08.0,817,3,82.62,1.07,Completed,1
7431,MCH002,PRD1003,A,OP167,11:58.0,11:58.0,837,16,86.34,1.39,Completed,1
7432,MCH003,PRD1004,C,OP180,16:59.0,16:59.0,573,14,73.06,1.22,Completed,1
7433,MCH002,PRD1005,B,OP114,53:00.0,53:00.0,417,14,82.15,1.19,Completed,1
7434,MCH001,PRD1001,C,OP146,57:44.0,57:44.0,474,6,81.69,1.5,Completed,1
7435,MCH003,PRD1004,B,OP148,13:09.0,13:09.0,667,13,77.15,1.39,Completed,1
7436,MCH001,PRD1005,C,OP193,03:30.0,03:30.0,644,7,73.9,1.03,Completed,1
7437,MCH002,PRD1002,A,OP273,41:08.0,41:08.0,704,16,76.79,1.23,Completed,1
7438,MCH003,PRD1002,B,OP225,42:18.0,42:18.0,466,3,78.51,1.17,Completed,1
7439,MCH001,PRD1003,C,OP139,22:07.0,22:07.0,499,14,86.26,1.24,Completed,1
7440,MCH001,PRD1004,B,OP134,34:19.0,34:19.0,781,17,73.85,1.15,Completed,1
7441,MCH002,PRD1005,A,OP279,34:30.0,34:30.0,972,2,86.27,1.23,Completed,1
7442,MCH003,PRD1001,B,OP252,23:49.0,23:49.0,682,6,78.98,1.28,Completed,1
7443,MCH001,PRD1005,C,OP152,27:26.0,27:26.0,627,11,73.42,1.12,Completed,1
7444,MCH001,PRD1004,C,OP238,32:02.0,32:02.0,495,6,88.55,1.46,Completed,1
7445,MCH002,PRD1002,C,OP178,11:15.0,11:15.0,576,9,83.68,1.1,Completed,1
7446,MCH001,PRD1003,C,OP265,38:01.0,38:01.0,465,17,79.05,1.28,Completed,1
7447,MCH001,PRD1001,C,OP282,25:09.0,25:09.0,987,1,71.44,1.37,Completed,1
7448,MCH001,PRD1004,B,OP230,59:39.0,59:39.0,952,13,74.74,1.46,Completed,1
7449,MCH003,PRD1002,B,OP208,17:56.0,17:56.0,746,0,83.69,1.42,Completed,1
7450,MCH003,PRD1005,A,OP142,24:16.0,24:16.0,436,16,81.28,1.06,Completed,1
7451,MCH002,PRD1003,A,OP248,46:49.0,46:49.0,503,16,85.27,1.01,Completed,1
7452,MCH002,PRD1001,C,OP110,06:05.0,06:05.0,975,13,75.57,1.22,Completed,1
7453,MCH002,PRD1004,A,OP290,44:12.0,44:12.0,701,19,71.29,1.08,Completed,1
7454,MCH001,PRD1002,C,OP182,52:37.0,52:37.0,735,5,78.95,1.05,Completed,1
7455,MCH002,PRD1005,C,OP133,35:34.0,35:34.0,457,0,71.34,1.21,Completed,1
7456,MCH002,PRD1005,C,OP155,21:17.0,21:17.0,560,11,73.75,1.07,Completed,1
7457,MCH001,PRD1001,A,OP205,20:55.0,20:55.0,463,20,83.45,1.14,Completed,1
7458,MCH001,PRD1004,A,OP159,12:50.0,12:50.0,527,0,81.48,1.12,Completed,1
7459,MCH003,PRD1002,B,OP173,49:39.0,49:39.0,428,11,75.54,1.25,Completed,1
7460,MCH002,PRD1003,C,OP175,25:21.0,25:21.0,672,3,78.9,1.32,Completed,1
7461,MCH003,PRD1002,C,OP190,46:09.0,46:09.0,544,15,71.65,1.22,Completed,1
7462,MCH003,PRD1002,C,OP113,10:06.0,10:06.0,513,12,74.91,1.23,Completed,1
7463,MCH002,PRD1001,B,OP167,27:50.0,27:50.0,670,16,81.85,1.27,Completed,1
7464,MCH001,PRD1002,B,OP192,45:18.0,45:18.0,606,15,79.97,1.4,Completed,1
7465,MCH003,PRD1003,A,OP277,53:16.0,53:16.0,891,14,75.68,1.37,Completed,1
7466,MCH002,PRD1002,B,OP174,31:54.0,31:54.0,426,7,79.11,1.03,Completed,1
7467,MCH002,PRD1002,C,OP293,24:12.0,24:12.0,466,1,76.53,1.31,Completed,1
7468,MCH001,PRD1005,C,OP131,13:27.0,13:27.0,982,6,70.49,1.19,Completed,1
7469,MCH003,PRD1002,A,OP167,35:36.0,35:36.0,517,6,75.5,1.42,Completed,1
7470,MCH003,PRD1002,B,OP111,27:59.0,27:59.0,635,15,86.74,1.31,Completed,1
7471,MCH002,PRD1004,A,OP227,21:08.0,21:08.0,993,5,71.59,1.47,Completed,1
7472,MCH001,PRD1005,B,OP253,06:28.0,06:28.0,799,9,88.79,1.22,Completed,1
7473,MCH003,PRD1005,C,OP245,28:18.0,28:18.0,673,0,82.58,1.2,Completed,1
7474,MCH003,PRD1003,B,OP210,52:47.0,52:47.0,443,9,88.69,1.23,Completed,1
7475,MCH002,PRD1002,C,OP127,02:24.0,02:24.0,486,9,79.44,1.28,Completed,1
7476,MCH002,PRD1001,B,OP225,08:09.0,08:09.0,534,9,89.25,1.07,Completed,1
7477,MCH001,PRD1001,A,OP162,29:17.0,29:17.0,816,5,71.14,1.22,Completed,1
7478,MCH003,PRD1004,B,OP154,29:21.0,29:21.0,893,18,75.91,1.49,Completed,1
7479,MCH002,PRD1001,B,OP272,13:03.0,13:03.0,665,6,71.55,1.49,Completed,1
7480,MCH003,PRD1001,B,OP135,02:11.0,02:11.0,837,7,71.57,1.25,Completed,1
7481,MCH003,PRD1002,C,OP179,27:16.0,27:16.0,968,3,76.22,1.15,Completed,1
7482,MCH001,PRD1001,C,OP246,47:26.0,47:26.0,501,10,79.77,1.01,Completed,1
7483,MCH003,PRD1001,C,OP270,45:36.0,45:36.0,418,12,74.59,1.1,Completed,1
7484,MCH002,PRD1005,B,OP286,21:07.0,21:07.0,925,4,78.81,1.13,Completed,1
7485,MCH003,PRD1004,B,OP138,52:06.0,52:06.0,703,3,74.45,1.1,Completed,1
7486,MCH003,PRD1004,A,OP190,28:04.0,28:04.0,723,19,83.73,1.25,Completed,1
7487,MCH003,PRD1005,B,OP277,05:48.0,05:48.0,799,12,86.08,1.31,Completed,1
7488,MCH001,PRD1005,B,OP139,12:13.0,12:13.0,477,2,81.13,1.28,Completed,1
7489,MCH001,PRD1003,A,OP159,23:57.0,23:57.0,537,4,72.05,1.07,Completed,1
7490,MCH003,PRD1004,A,OP162,45:04.0,45:04.0,612,9,84.43,1.05,Completed,1
7491,MCH002,PRD1003,C,OP224,53:28.0,53:28.0,555,6,78.33,1.47,Completed,1
7492,MCH003,PRD1004,A,OP170,04:34.0,04:34.0,904,0,83.1,1.37,Completed,1
7493,MCH001,PRD1002,A,OP238,01:11.0,01:11.0,501,12,80.36,1.3,Completed,1
7494,MCH002,PRD1003,A,OP245,27:35.0,27:35.0,952,11,83.54,1.03,Completed,1
7495,MCH003,PRD1001,C,OP228,09:53.0,09:53.0,898,13,74.25,1.39,Completed,1
7496,MCH001,PRD1004,B,OP160,53:29.0,53:29.0,461,5,82.46,1.15,Completed,1
7497,MCH002,PRD1001,A,OP169,30:00.0,30:00.0,660,12,79.41,1.49,Completed,1
7498,MCH002,PRD1003,B,OP194,16:09.0,16:09.0,697,7,81.09,1.29,Completed,1
7499,MCH003,PRD1002,B,OP300,52:21.0,52:21.0,771,8,73.71,1.21,Completed,1
7500,MCH001,PRD1003,B,OP268,41:14.0,41:14.0,475,11,83.89,1.27,Completed,1
7501,MCH001,PRD1004,B,OP122,18:54.0,18:54.0,522,0,88.02,1.08,Completed,1
7502,MCH002,PRD1005,A,OP160,58:56.0,58:56.0,871,19,70.9,1.42,Completed,1
7503,MCH003,PRD1002,B,OP291,14:50.0,14:50.0,453,13,81.79,1.3,Completed,1
7504,MCH003,PRD1004,B,OP155,56:08.0,56:08.0,975,10,78.02,1.06,Completed,1
7505,MCH001,PRD1005,B,OP244,01:55.0,01:55.0,465,18,76.48,1.37,Completed,1
7506,MCH001,PRD1001,C,OP252,29:36.0,29:36.0,744,15,74.2,1.44,Completed,1
7507,MCH003,PRD1002,B,OP193,10:59.0,10:59.0,986,1,83.23,1.43,Completed,1
7508,MCH002,PRD1005,A,OP212,46:17.0,46:17.0,582,14,74.32,1.11,Completed,1
7509,MCH002,PRD1004,B,OP121,11:56.0,11:56.0,926,13,83.04,1.22,Completed,1
7510,MCH002,PRD1002,C,OP212,18:03.0,18:03.0,721,9,82.31,1.23,Completed,1
7511,MCH002,PRD1005,B,OP128,43:22.0,43:22.0,993,7,74.23,1.03,Completed,1
7512,MCH002,PRD1003,B,OP216,57:24.0,57:24.0,438,17,78.48,1.23,Completed,1
7513,MCH003,PRD1003,B,OP155,30:12.0,30:12.0,875,10,77.37,1.13,Completed,1
7514,MCH002,PRD1003,B,OP242,09:26.0,09:26.0,931,18,75.88,1.37,Completed,1
7515,MCH002,PRD1005,A,OP146,43:30.0,43:30.0,447,7,85.01,1.08,Completed,1
7516,MCH003,PRD1003,B,OP102,19:25.0,19:25.0,921,7,76.94,1.04,Completed,1
7517,MCH002,PRD1004,A,OP163,25:43.0,25:43.0,457,11,74.16,1.08,Completed,1
7518,MCH001,PRD1003,C,OP230,01:56.0,01:56.0,543,7,73.93,1.44,Completed,1
7519,MCH001,PRD1001,A,OP195,39:02.0,39:02.0,783,8,73.15,1.42,Completed,1
7520,MCH003,PRD1004,C,OP211,02:35.0,02:35.0,415,0,89.38,1.38,Completed,1
7521,MCH001,PRD1005,C,OP101,58:42.0,58:42.0,634,0,86.63,1.48,Completed,1
7522,MCH001,PRD1004,B,OP273,37:56.0,37:56.0,708,9,71.11,1.46,Completed,1
7523,MCH002,PRD1003,C,OP244,41:03.0,41:03.0,572,20,79.23,1.09,Completed,1
7524,MCH002,PRD1004,C,OP285,44:00.0,44:00.0,934,9,86.18,1.35,Completed,1
7525,MCH001,PRD1004,A,OP163,25:20.0,25:20.0,549,6,76.23,1.41,Completed,1
7526,MCH002,PRD1005,A,OP213,58:53.0,58:53.0,655,1,86.99,1.39,Completed,1
7527,MCH001,PRD1004,C,OP264,25:15.0,25:15.0,526,6,70.94,1.03,Completed,1
7528,MCH003,PRD1005,C,OP212,01:02.0,01:02.0,782,16,79.95,1.32,Completed,1
7529,MCH003,PRD1001,A,OP110,21:11.0,21:11.0,489,4,83.64,1.11,Completed,1
7530,MCH002,PRD1004,B,OP246,05:42.0,05:42.0,689,12,70.19,1.3,Completed,1
7531,MCH001,PRD1003,A,OP189,03:51.0,03:51.0,702,19,80.36,1.34,Completed,1
7532,MCH002,PRD1003,A,OP298,34:30.0,34:30.0,429,17,78.73,1.32,Completed,1
7533,MCH003,PRD1005,B,OP101,35:23.0,35:23.0,981,5,84.37,1.13,Completed,1
7534,MCH001,PRD1001,C,OP129,57:53.0,57:53.0,739,17,83.31,1.17,Completed,1
7535,MCH001,PRD1004,B,OP246,06:16.0,06:16.0,636,0,81.28,1.22,Completed,1
7536,MCH001,PRD1005,B,OP284,19:00.0,19:00.0,832,4,84.04,1.28,Completed,1
7537,MCH002,PRD1004,C,OP208,12:24.0,12:24.0,404,11,72.19,1.28,Completed,1
7538,MCH002,PRD1001,C,OP286,23:39.0,23:39.0,780,7,86.32,1.24,Completed,1
7539,MCH001,PRD1004,C,OP109,00:48.0,00:48.0,762,17,77.14,1.13,Completed,1
7540,MCH002,PRD1005,C,OP244,06:07.0,06:07.0,836,6,89.49,1.36,Completed,1
7541,MCH003,PRD1002,B,OP208,35:14.0,35:14.0,695,15,72.9,1.42,Completed,1
7542,MCH003,PRD1004,C,OP101,17:52.0,17:52.0,735,16,77.27,1.09,Completed,1
7543,MCH001,PRD1001,A,OP169,09:49.0,09:49.0,840,5,87.21,1.35,Completed,1
7544,MCH001,PRD1004,A,OP295,02:08.0,02:08.0,960,14,74.95,1.18,Completed,1
7545,MCH001,PRD1005,B,OP125,02:02.0,02:02.0,677,12,83.89,1.02,Completed,1
7546,MCH003,PRD1002,C,OP214,06:55.0,06:55.0,802,4,72.1,1.26,Completed,1
7547,MCH003,PRD1003,A,OP113,54:54.0,54:54.0,453,6,79.66,1.49,Completed,1
7548,MCH003,PRD1003,B,OP200,19:32.0,19:32.0,535,14,83.58,1.48,Completed,1
7549,MCH003,PRD1001,A,OP156,18:55.0,18:55.0,503,11,89.88,1.08,Completed,1
7550,MCH001,PRD1001,C,OP215,21:50.0,21:50.0,822,10,70.53,1.38,Completed,1
7551,MCH003,PRD1002,B,OP159,11:11.0,11:11.0,678,5,89.48,1.15,Completed,1
7552,MCH003,PRD1002,A,OP147,25:57.0,25:57.0,811,17,82.34,1.12,Completed,1
7553,MCH003,PRD1004,C,OP213,31:33.0,31:33.0,941,11,87.12,1.44,Completed,1
7554,MCH003,PRD1003,B,OP156,13:23.0,13:23.0,875,11,75.12,1.04,Completed,1
7555,MCH003,PRD1003,C,OP173,44:31.0,44:31.0,545,13,87.24,1.49,Completed,1
7556,MCH002,PRD1002,C,OP165,51:55.0,51:55.0,561,13,74.37,1.04,Completed,1
7557,MCH001,PRD1003,C,OP173,57:13.0,57:13.0,930,14,81.54,1.31,Completed,1
7558,MCH002,PRD1003,B,OP171,20:14.0,20:14.0,594,14,82.43,1,Completed,1
7559,MCH003,PRD1002,A,OP216,24:57.0,24:57.0,746,18,79.7,1.13,Completed,1
7560,MCH001,PRD1003,A,OP262,17:33.0,17:33.0,616,2,71.85,1.07,Completed,1
7561,MCH001,PRD1001,C,OP265,19:27.0,19:27.0,736,19,87.79,1.09,Completed,1
7562,MCH003,PRD1004,B,OP257,28:53.0,28:53.0,867,2,73.11,1.35,Completed,1
7563,MCH001,PRD1001,C,OP228,18:53.0,18:53.0,870,15,74.56,1.35,Completed,1
7564,MCH003,PRD1004,C,OP199,15:24.0,15:24.0,762,18,73.96,1.41,Completed,1
7565,MCH002,PRD1001,C,OP160,59:00.0,59:00.0,668,8,83.31,1.32,Completed,1
7566,MCH001,PRD1004,B,OP200,03:24.0,03:24.0,579,16,87.57,1.21,Completed,1
7567,MCH002,PRD1002,C,OP300,05:31.0,05:31.0,451,18,79.26,1.28,Completed,1
7568,MCH001,PRD1004,A,OP246,09:41.0,09:41.0,610,16,83.13,1.3,Completed,1
7569,MCH001,PRD1002,B,OP134,27:14.0,27:14.0,508,17,80.78,1.4,Completed,1
7570,MCH003,PRD1005,B,OP253,43:01.0,43:01.0,413,8,83.33,1.23,Completed,1
7571,MCH002,PRD1005,A,OP153,42:24.0,42:24.0,566,17,78.46,1.39,Completed,1
7572,MCH001,PRD1005,A,OP270,36:35.0,36:35.0,723,11,76.55,1.31,Completed,1
7573,MCH002,PRD1002,B,OP146,39:32.0,39:32.0,880,19,80.65,1.43,Completed,1
7574,MCH001,PRD1002,A,OP180,16:02.0,16:02.0,770,11,76.6,1.14,Completed,1
7575,MCH002,PRD1004,A,OP165,10:01.0,10:01.0,678,4,74.23,1.37,Completed,1
7576,MCH002,PRD1002,A,OP179,52:48.0,52:48.0,763,16,80.6,1.45,Completed,1
7577,MCH002,PRD1002,B,OP198,31:16.0,31:16.0,772,17,72.19,1.02,Completed,1
7578,MCH001,PRD1003,C,OP210,02:40.0,02:40.0,841,2,84.79,1.36,Completed,1
7579,MCH001,PRD1004,B,OP167,52:41.0,52:41.0,414,9,72.74,1.46,Completed,1
7580,MCH003,PRD1001,A,OP296,25:11.0,25:11.0,454,5,71.28,1.13,Completed,1
7581,MCH001,PRD1005,B,OP216,20:00.0,20:00.0,553,8,76.51,1.29,Completed,1
7582,MCH002,PRD1004,B,OP101,34:48.0,34:48.0,973,8,82.07,1.45,Completed,1
7583,MCH002,PRD1005,A,OP168,10:41.0,10:41.0,645,19,90,1.16,Completed,1
7584,MCH002,PRD1001,C,OP279,52:11.0,52:11.0,598,14,89.21,1.45,Completed,1
7585,MCH002,PRD1001,A,OP277,47:47.0,47:47.0,731,4,71.57,1.27,Completed,1
7586,MCH003,PRD1005,A,OP126,46:33.0,46:33.0,789,0,73.44,1.09,Completed,1
7587,MCH001,PRD1003,B,OP100,50:04.0,50:04.0,753,7,74.31,1.42,Completed,1
7588,MCH001,PRD1004,B,OP252,07:51.0,07:51.0,947,3,76.82,1.31,Completed,1
7589,MCH002,PRD1001,C,OP254,08:57.0,08:57.0,962,15,71.05,1.08,Completed,1
7590,MCH001,PRD1005,B,OP223,03:44.0,03:44.0,993,7,89.92,1.4,Completed,1
7591,MCH002,PRD1002,A,OP166,42:39.0,42:39.0,985,8,72.71,1.3,Completed,1
7592,MCH002,PRD1001,B,OP234,33:05.0,33:05.0,981,8,88.44,1.05,Completed,1
7593,MCH002,PRD1004,B,OP243,21:02.0,21:02.0,493,18,86.15,1.1,Completed,1
7594,MCH002,PRD1002,C,OP233,10:32.0,10:32.0,752,10,86.13,1.41,Completed,1
7595,MCH003,PRD1005,C,OP123,33:49.0,33:49.0,918,16,77.63,1.49,Completed,1
7596,MCH001,PRD1004,C,OP252,30:41.0,30:41.0,872,12,89.63,1.09,Completed,1
7597,MCH002,PRD1002,B,OP233,44:32.0,44:32.0,416,19,73.94,1.35,Completed,1
7598,MCH002,PRD1005,B,OP297,31:52.0,31:52.0,611,3,77.56,1.27,Completed,1
7599,MCH003,PRD1002,B,OP287,20:13.0,20:13.0,878,7,75.76,1.47,Completed,1
7600,MCH002,PRD1004,A,OP200,28:40.0,28:40.0,704,2,74.52,1.07,Completed,1
7601,MCH003,PRD1003,A,OP105,25:42.0,25:42.0,877,20,76.79,1.23,Completed,1
7602,MCH001,PRD1003,A,OP244,29:21.0,29:21.0,756,3,80.56,1.15,Completed,1
7603,MCH003,PRD1002,C,OP169,55:03.0,55:03.0,580,7,71.29,1.23,Completed,1
7604,MCH003,PRD1005,C,OP152,19:59.0,19:59.0,999,12,87.05,1.11,Completed,1
7605,MCH003,PRD1005,B,OP298,45:36.0,45:36.0,547,1,73.99,1.41,Completed,1
7606,MCH003,PRD1005,B,OP188,14:10.0,14:10.0,601,3,79.49,1.34,Completed,1
7607,MCH001,PRD1003,B,OP203,10:59.0,10:59.0,471,4,88.45,1.02,Completed,1
7608,MCH002,PRD1001,A,OP254,43:55.0,43:55.0,464,13,84.59,1.12,Completed,1
7609,MCH003,PRD1004,A,OP125,32:57.0,32:57.0,719,14,86.71,1.29,Completed,1
7610,MCH003,PRD1005,B,OP161,43:28.0,43:28.0,667,5,76.9,1.28,Completed,1
7611,MCH002,PRD1001,C,OP119,08:25.0,08:25.0,428,4,73.42,1.39,Completed,1
7612,MCH002,PRD1001,B,OP242,50:13.0,50:13.0,407,13,86.29,1.37,Completed,1
7613,MCH001,PRD1003,C,OP300,38:25.0,38:25.0,487,12,76.05,1.16,Completed,1
7614,MCH002,PRD1004,C,OP193,55:13.0,55:13.0,695,2,78.38,1.49,Completed,1
7615,MCH003,PRD1005,C,OP296,23:08.0,23:08.0,522,20,84.26,1.21,Completed,1
7616,MCH001,PRD1001,B,OP283,10:50.0,10:50.0,748,17,76.98,1.34,Completed,1
7617,MCH003,PRD1002,A,OP274,27:28.0,27:28.0,477,3,76.79,1.42,Completed,1
7618,MCH003,PRD1001,C,OP108,25:25.0,25:25.0,953,14,74.88,1.08,Completed,1
7619,MCH001,PRD1001,A,OP194,17:37.0,17:37.0,786,4,78.24,1.04,Completed,1
7620,MCH002,PRD1001,A,OP239,39:58.0,39:58.0,554,9,82.14,1.33,Completed,1
7621,MCH003,PRD1001,C,OP162,20:47.0,20:47.0,960,14,84.55,1.19,Completed,1
7622,MCH002,PRD1001,C,OP285,53:29.0,53:29.0,579,0,71.6,1.1,Completed,1
